Name,# Sequences,Description
135,83,82 reads from V_cholera_TCS4.fasta mapped to 135 using Bowtie2
136,2,1 read from C_rodentium_TCS1.fasta mapped to 136 using Bowtie2
136,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 136 using Bowtie2
136,4,3 reads from C_rodentium_TCS7 (reversed).fasta mapped to 136 using Bowtie2
136,2,1 read from C_rodentium_TCS8.fasta mapped to 136 using Bowtie2
136,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 136 using Bowtie2
136,5,4 reads from C_rodentium_TCS10 (reversed).fasta mapped to 136 using Bowtie2
136,4,3 reads from E_faecalis_TCS2 (reversed).fasta mapped to 136 using Bowtie2
136,2,1 read from E_tarda_TCS6.fasta mapped to 136 using Bowtie2
136,2,1 read from K_pneumonia_TCS7.fasta mapped to 136 using Bowtie2
136,389,388 reads from pCR15  PCR Product.fasta mapped to 136 using Bowtie2
136,3831,"3,830 reads from pCR16  PCR Product.fasta mapped to 136 using Bowtie2"
136,4,3 reads from pCR17 PCR Product.fasta mapped to 136 using Bowtie2
136,3,2 reads from pCR18  PCR Product.fasta mapped to 136 using Bowtie2
136,8,7 reads from pCR21 PCR Product.fasta mapped to 136 using Bowtie2
136,4,3 reads from pCR22  PCR Product.fasta mapped to 136 using Bowtie2
136,2,1 read from pCR23  PCR Product.fasta mapped to 136 using Bowtie2
136,4,3 reads from pCR24 PCR Product.fasta mapped to 136 using Bowtie2
136,2,1 read from S_enterica_TCS1.fasta mapped to 136 using Bowtie2
136,2,1 read from V_cholera_TCS4.fasta mapped to 136 using Bowtie2
137,181,180 reads from C_rodentium_TCS2 (reversed).fasta mapped to 137 using Bowtie2
137,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 137 using Bowtie2
137,2,1 read from K_pneumoniae_TCS10.fasta mapped to 137 using Bowtie2
137,2,1 read from pCR21 PCR Product.fasta mapped to 137 using Bowtie2
137,2,1 read from pCR23  PCR Product.fasta mapped to 137 using Bowtie2
137,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 137 using Bowtie2
138,3,2 reads from B_frag_TCS3.fasta mapped to 138 using Bowtie2
138,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 138 using Bowtie2
138,3,2 reads from C_rodentium_TCS8.fasta mapped to 138 using Bowtie2
138,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 138 using Bowtie2
138,3,2 reads from E_tarda_TCS7.fasta mapped to 138 using Bowtie2
138,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 138 using Bowtie2
138,2,1 read from K_pneumonia_TCS5.fasta mapped to 138 using Bowtie2
138,2,1 read from K_pneumoniae_TCS10.fasta mapped to 138 using Bowtie2
138,4,3 reads from pCR15  PCR Product.fasta mapped to 138 using Bowtie2
138,2,1 read from pCR16  PCR Product.fasta mapped to 138 using Bowtie2
138,2,1 read from pCR17 PCR Product.fasta mapped to 138 using Bowtie2
138,5853,"5,852 reads from pCR18  PCR Product.fasta mapped to 138 using Bowtie2"
138,6,5 reads from pCR21 PCR Product.fasta mapped to 138 using Bowtie2
138,92,91 reads from pCR22  PCR Product.fasta mapped to 138 using Bowtie2
138,89,88 reads from pCR23  PCR Product.fasta mapped to 138 using Bowtie2
138,103,102 reads from pCR24 PCR Product.fasta mapped to 138 using Bowtie2
138,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 138 using Bowtie2
138,2,1 read from V_cholera_TCS4.fasta mapped to 138 using Bowtie2
138,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 138 using Bowtie2
139,40,39 reads from E_faecalis_TCS2 (reversed).fasta mapped to 139 using Bowtie2
140,44,43 reads from K_pneumonia_TCS7.fasta mapped to 140 using Bowtie2
140,2,1 read from pCR22  PCR Product.fasta mapped to 140 using Bowtie2
141,115,114 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 141 using Bowtie2
141,2,1 read from pCR15  PCR Product.fasta mapped to 141 using Bowtie2
141,2,1 read from pCR17 PCR Product.fasta mapped to 141 using Bowtie2
141,3,2 reads from pCR21 PCR Product.fasta mapped to 141 using Bowtie2
141,2,1 read from pCR24 PCR Product.fasta mapped to 141 using Bowtie2
142,3,2 reads from B_producta_TCS5.fasta mapped to 142 using Bowtie2
143,3,2 reads from E_tarda_TCS7.fasta mapped to 143 using Bowtie2
143,38,37 reads from L_gasseri_TCS1.fasta mapped to 143 using Bowtie2
144,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 144 using Bowtie2
144,18,17 reads from E_faecalis_TCS2 (reversed).fasta mapped to 144 using Bowtie2
145,27,26 reads from E_faecalis_TCS2 (reversed).fasta mapped to 145 using Bowtie2
146,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 146 using Bowtie2
146,66,65 reads from E_tarda_TCS2 (reversed).fasta mapped to 146 using Bowtie2
146,2,1 read from pCR21 PCR Product.fasta mapped to 146 using Bowtie2
147,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 147 using Bowtie2
147,93,92 reads from E_tarda_TCS7.fasta mapped to 147 using Bowtie2
147,3,2 reads from pCR17 PCR Product.fasta mapped to 147 using Bowtie2
147,2,1 read from S_enterica_TCS5.fasta mapped to 147 using Bowtie2
148,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 148 using Bowtie2
148,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 148 using Bowtie2
148,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 148 using Bowtie2
148,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 148 using Bowtie2
148,2,1 read from E_tarda_TCS7.fasta mapped to 148 using Bowtie2
148,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 148 using Bowtie2
148,2,1 read from K_pneumoniae_TCS10.fasta mapped to 148 using Bowtie2
148,2523,"2,522 reads from pCR15  PCR Product.fasta mapped to 148 using Bowtie2"
148,289,288 reads from pCR16  PCR Product.fasta mapped to 148 using Bowtie2
148,5,4 reads from pCR17 PCR Product.fasta mapped to 148 using Bowtie2
148,6,5 reads from pCR21 PCR Product.fasta mapped to 148 using Bowtie2
148,3,2 reads from pCR22  PCR Product.fasta mapped to 148 using Bowtie2
148,2,1 read from pCR23  PCR Product.fasta mapped to 148 using Bowtie2
148,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 148 using Bowtie2
148,2,1 read from Y_enterocolitica_TCS1 (reversed).fasta mapped to 148 using Bowtie2
149,98,97 reads from C_rodentium_TCS2 (reversed).fasta mapped to 149 using Bowtie2
149,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 149 using Bowtie2
149,2,1 read from pCR15  PCR Product.fasta mapped to 149 using Bowtie2
150,148,147 reads from C_rodentium_TCS7 (reversed).fasta mapped to 150 using Bowtie2
150,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 150 using Bowtie2
151,109,108 reads from C_rodentium_TCS9 (reversed).fasta mapped to 151 using Bowtie2
151,2,1 read from E_tarda_TCS7.fasta mapped to 151 using Bowtie2
151,6,5 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 151 using Bowtie2
151,2,1 read from pCR21 PCR Product.fasta mapped to 151 using Bowtie2
152,2,1 read from pCR16  PCR Product.fasta mapped to 152 using Bowtie2
152,57,56 reads from V_cholera_TCS4.fasta mapped to 152 using Bowtie2
153,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 153 using Bowtie2
153,51,50 reads from S_enterica_TCS1.fasta mapped to 153 using Bowtie2
153,160,159 reads from S_enterica_TCS_ttrSRRIG.fasta mapped to 153 using Bowtie2
154,50,49 reads from B_frag_TCS3.fasta mapped to 154 using Bowtie2
154,2,1 read from pCR16  PCR Product.fasta mapped to 154 using Bowtie2
155,2,1 read from B_frag_TCS3.fasta mapped to 155 using Bowtie2
155,2,1 read from B_producta_TCS6.fasta mapped to 155 using Bowtie2
155,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 155 using Bowtie2
155,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 155 using Bowtie2
155,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 155 using Bowtie2
155,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 155 using Bowtie2
155,3,2 reads from pCR15  PCR Product.fasta mapped to 155 using Bowtie2
155,3,2 reads from pCR16  PCR Product.fasta mapped to 155 using Bowtie2
155,2,1 read from pCR17 PCR Product.fasta mapped to 155 using Bowtie2
155,4,3 reads from pCR21 PCR Product.fasta mapped to 155 using Bowtie2
155,3,2 reads from pCR23  PCR Product.fasta mapped to 155 using Bowtie2
155,2,1 read from S_enterica_TCS3.fasta mapped to 155 using Bowtie2
156,2,1 read from B_producta_TCS12.fasta mapped to 156 using Bowtie2
156,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 156 using Bowtie2
156,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 156 using Bowtie2
156,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 156 using Bowtie2
156,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 156 using Bowtie2
156,3,2 reads from E_tarda_TCS6.fasta mapped to 156 using Bowtie2
156,2,1 read from E_tarda_TCS7.fasta mapped to 156 using Bowtie2
156,4,3 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 156 using Bowtie2
156,2,1 read from K_pneumonia_TCS9 (reversed).fasta mapped to 156 using Bowtie2
156,3,2 reads from K_pneumoniae_TCS10.fasta mapped to 156 using Bowtie2
156,2,1 read from L_plantarum_TCS2.fasta mapped to 156 using Bowtie2
156,445,444 reads from pCR15  PCR Product.fasta mapped to 156 using Bowtie2
156,4708,"4,707 reads from pCR16  PCR Product.fasta mapped to 156 using Bowtie2"
156,4,3 reads from pCR17 PCR Product.fasta mapped to 156 using Bowtie2
156,2,1 read from pCR18  PCR Product.fasta mapped to 156 using Bowtie2
156,11,10 reads from pCR21 PCR Product.fasta mapped to 156 using Bowtie2
156,5,4 reads from pCR22  PCR Product.fasta mapped to 156 using Bowtie2
156,5,4 reads from pCR24 PCR Product.fasta mapped to 156 using Bowtie2
156,2,1 read from S_enterica_TCS3.fasta mapped to 156 using Bowtie2
156,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 156 using Bowtie2
156,3,2 reads from V_cholera_TCS2 (reversed).fasta mapped to 156 using Bowtie2
156,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 156 using Bowtie2
157,2,1 read from E_faecalis_TCS3 (reversed).fasta mapped to 157 using Bowtie2
157,72,71 reads from L_plantarum_TCS2.fasta mapped to 157 using Bowtie2
158,4,3 reads from C_rodentium_TCS9 (reversed).fasta mapped to 158 using Bowtie2
158,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 158 using Bowtie2
158,77,76 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 158 using Bowtie2
158,2,1 read from pCR21 PCR Product.fasta mapped to 158 using Bowtie2
159,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 159 using Bowtie2
159,107,106 reads from E_tarda_TCS7.fasta mapped to 159 using Bowtie2
159,4,3 reads from pCR24 PCR Product.fasta mapped to 159 using Bowtie2
160,78,77 reads from K_pneumonia_TCS7.fasta mapped to 160 using Bowtie2
161,45,44 reads from C_rodentium_TCS8.fasta mapped to 161 using Bowtie2
161,2,1 read from pCR17 PCR Product.fasta mapped to 161 using Bowtie2
161,2,1 read from pCR21 PCR Product.fasta mapped to 161 using Bowtie2
161,2,1 read from pCR24 PCR Product.fasta mapped to 161 using Bowtie2
161,2,1 read from S_enterica_TCS5.fasta mapped to 161 using Bowtie2
162,33,32 reads from E_faecalis_TCS2 (reversed).fasta mapped to 162 using Bowtie2
162,2,1 read from pCR21 PCR Product.fasta mapped to 162 using Bowtie2
163,37,36 reads from E_faecalis_TCS2 (reversed).fasta mapped to 163 using Bowtie2
163,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 163 using Bowtie2
163,2,1 read from pCR17 PCR Product.fasta mapped to 163 using Bowtie2
163,2,1 read from pCR21 PCR Product.fasta mapped to 163 using Bowtie2
164,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 164 using Bowtie2
164,34,33 reads from K_pneumoniae_TCS10.fasta mapped to 164 using Bowtie2
164,2,1 read from pCR17 PCR Product.fasta mapped to 164 using Bowtie2
165,2,1 read from C_rodentium_TCS3.fasta mapped to 165 using Bowtie2
165,2,1 read from pCR18  PCR Product.fasta mapped to 165 using Bowtie2
165,83,82 reads from V_cholera_TCS2 (reversed).fasta mapped to 165 using Bowtie2
166,4,3 reads from B_producta_TCS1.fasta mapped to 166 using Bowtie2
168,144,143 reads from E_tarda_TCS2 (reversed).fasta mapped to 168 using Bowtie2
168,2,1 read from E_tarda_TCS6.fasta mapped to 168 using Bowtie2
168,2,1 read from pCR23  PCR Product.fasta mapped to 168 using Bowtie2
169,19,18 reads from L_gasseri_TCS1.fasta mapped to 169 using Bowtie2
170,5,4 reads from C_perfringens_TCS2 (reversed).fasta mapped to 170 using Bowtie2
171,2,1 read from E_tarda_TCS7.fasta mapped to 171 using Bowtie2
171,57,56 reads from Y_enterocolitica_TCS5.fasta mapped to 171 using Bowtie2
172,2,1 read from B_producta_TCS6.fasta mapped to 172 using Bowtie2
172,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 172 using Bowtie2
172,238,237 reads from K_pneumonia_TCS5.fasta mapped to 172 using Bowtie2
172,3,2 reads from pCR16  PCR Product.fasta mapped to 172 using Bowtie2
173,11,10 reads from B_frag_TCS3.fasta mapped to 173 using Bowtie2
174,86,85 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 174 using Bowtie2
174,2,1 read from pCR16  PCR Product.fasta mapped to 174 using Bowtie2
174,2,1 read from pCR21 PCR Product.fasta mapped to 174 using Bowtie2
175,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 175 using Bowtie2
175,27,26 reads from C_rodentium_TCS8.fasta mapped to 175 using Bowtie2
176,355,354 reads from C_rodentium_TCS3.fasta mapped to 176 using Bowtie2
176,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 176 using Bowtie2
176,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 176 using Bowtie2
177,2,1 read from E_tarda_TCS7.fasta mapped to 177 using Bowtie2
177,95,94 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 177 using Bowtie2
177,2,1 read from pCR16  PCR Product.fasta mapped to 177 using Bowtie2
178,77,76 reads from Y_enterocolitica_TCS3.fasta mapped to 178 using Bowtie2
179,4,3 reads from C_rodentium_TCS10 (reversed).fasta mapped to 179 using Bowtie2
179,194,193 reads from E_tarda_TCS5 (reversed).fasta mapped to 179 using Bowtie2
179,2,1 read from K_pneumoniae_TCS10.fasta mapped to 179 using Bowtie2
180,26,25 reads from E_faecalis_TCS2 (reversed).fasta mapped to 180 using Bowtie2
181,3,2 reads from C_rodentium_TCS11 (reversed).fasta mapped to 181 using Bowtie2
182,47,46 reads from E_faecalis_TCS2 (reversed).fasta mapped to 182 using Bowtie2
182,2,1 read from pCR15  PCR Product.fasta mapped to 182 using Bowtie2
183,76,75 reads from L_plantarum_TCS2.fasta mapped to 183 using Bowtie2
183,2,1 read from pCR15  PCR Product.fasta mapped to 183 using Bowtie2
184,2,1 read from C_rodentium_TCS11 (reversed).fasta mapped to 184 using Bowtie2
185,2,1 read from B_producta_TCS16 (reversed).fasta mapped to 185 using Bowtie2
185,2,1 read from C_rodentium_TCS3.fasta mapped to 185 using Bowtie2
185,4,3 reads from C_rodentium_TCS8.fasta mapped to 185 using Bowtie2
185,2,1 read from E_tarda_TCS7.fasta mapped to 185 using Bowtie2
185,3,2 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 185 using Bowtie2
185,4,3 reads from pCR15  PCR Product.fasta mapped to 185 using Bowtie2
185,6,5 reads from pCR16  PCR Product.fasta mapped to 185 using Bowtie2
185,2,1 read from pCR17 PCR Product.fasta mapped to 185 using Bowtie2
185,77,76 reads from pCR18  PCR Product.fasta mapped to 185 using Bowtie2
185,6,5 reads from pCR21 PCR Product.fasta mapped to 185 using Bowtie2
185,5036,"5,035 reads from pCR22  PCR Product.fasta mapped to 185 using Bowtie2"
185,143,142 reads from pCR23  PCR Product.fasta mapped to 185 using Bowtie2
185,133,132 reads from pCR24 PCR Product.fasta mapped to 185 using Bowtie2
185,2,1 read from S_enterica_TCS1.fasta mapped to 185 using Bowtie2
185,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 185 using Bowtie2
186,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 186 using Bowtie2
186,2,1 read from pCR21 PCR Product.fasta mapped to 186 using Bowtie2
186,61,60 reads from V_cholera_TCS2 (reversed).fasta mapped to 186 using Bowtie2
187,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 187 using Bowtie2
187,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 187 using Bowtie2
187,120,119 reads from Y_enterocolitica_TCS5.fasta mapped to 187 using Bowtie2
188,2,1 read from C_rodentium_TCS1.fasta mapped to 188 using Bowtie2
188,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 188 using Bowtie2
188,214,213 reads from C_rodentium_TCS10 (reversed).fasta mapped to 188 using Bowtie2
188,2,1 read from E_tarda_TCS6.fasta mapped to 188 using Bowtie2
188,2,1 read from K_pneumonia_TCS9 (reversed).fasta mapped to 188 using Bowtie2
188,8,7 reads from K_pneumoniae_TCS10.fasta mapped to 188 using Bowtie2
188,6,5 reads from pCR15  PCR Product.fasta mapped to 188 using Bowtie2
188,2,1 read from pCR16  PCR Product.fasta mapped to 188 using Bowtie2
188,2,1 read from pCR18  PCR Product.fasta mapped to 188 using Bowtie2
188,2,1 read from pCR21 PCR Product.fasta mapped to 188 using Bowtie2
188,2,1 read from pCR22  PCR Product.fasta mapped to 188 using Bowtie2
188,2,1 read from pCR24 PCR Product.fasta mapped to 188 using Bowtie2
189,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 189 using Bowtie2
189,114,113 reads from C_rodentium_TCS6 (reversed).fasta mapped to 189 using Bowtie2
189,2,1 read from K_pneumoniae_TCS10.fasta mapped to 189 using Bowtie2
189,3,2 reads from pCR15  PCR Product.fasta mapped to 189 using Bowtie2
190,29,28 reads from C_rodentium_TCS5 (reversed).fasta mapped to 190 using Bowtie2
191,2,1 read from K_pneumonia_TCS5.fasta mapped to 191 using Bowtie2
191,3,2 reads from K_pneumoniae_TCS10.fasta mapped to 191 using Bowtie2
191,2,1 read from pCR15  PCR Product.fasta mapped to 191 using Bowtie2
191,72,71 reads from V_cholera_TCS4.fasta mapped to 191 using Bowtie2
192,37,36 reads from B_frag_TCS3.fasta mapped to 192 using Bowtie2
193,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 193 using Bowtie2
193,67,66 reads from K_pneumonia_TCS5.fasta mapped to 193 using Bowtie2
194,114,113 reads from C_rodentium_TCS2 (reversed).fasta mapped to 194 using Bowtie2
194,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 194 using Bowtie2
195,34,33 reads from B_frag_TCS3.fasta mapped to 195 using Bowtie2
195,2,1 read from pCR16  PCR Product.fasta mapped to 195 using Bowtie2
197,2,1 read from B_theta_TCS2.fasta mapped to 197 using Bowtie2
197,363,362 reads from C_rodentium_TCS6 (reversed).fasta mapped to 197 using Bowtie2
197,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 197 using Bowtie2
197,2,1 read from pCR16  PCR Product.fasta mapped to 197 using Bowtie2
197,3,2 reads from pCR24 PCR Product.fasta mapped to 197 using Bowtie2
198,41,40 reads from V_cholera_TCS4.fasta mapped to 198 using Bowtie2
199,72,71 reads from C_rodentium_TCS7 (reversed).fasta mapped to 199 using Bowtie2
199,2,1 read from pCR15  PCR Product.fasta mapped to 199 using Bowtie2
200,36,35 reads from B_frag_TCS3.fasta mapped to 200 using Bowtie2
200,2,1 read from K_pneumoniae_TCS10.fasta mapped to 200 using Bowtie2
201,17,16 reads from E_faecalis_TCS2 (reversed).fasta mapped to 201 using Bowtie2
201,3,2 reads from pCR21 PCR Product.fasta mapped to 201 using Bowtie2
202,2,1 read from E_tarda_TCS6.fasta mapped to 202 using Bowtie2
202,46,45 reads from L_plantarum_TCS2.fasta mapped to 202 using Bowtie2
202,2,1 read from pCR22  PCR Product.fasta mapped to 202 using Bowtie2
203,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 203 using Bowtie2
203,22,21 reads from E_faecalis_TCS2 (reversed).fasta mapped to 203 using Bowtie2
204,136,135 reads from C_rodentium_TCS6 (reversed).fasta mapped to 204 using Bowtie2
204,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 204 using Bowtie2
204,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 204 using Bowtie2
205,76,75 reads from C_rodentium_TCS9 (reversed).fasta mapped to 205 using Bowtie2
205,4,3 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 205 using Bowtie2
205,2,1 read from pCR21 PCR Product.fasta mapped to 205 using Bowtie2
205,2,1 read from pCR23  PCR Product.fasta mapped to 205 using Bowtie2
206,2,1 read from C_rodentium_TCS8.fasta mapped to 206 using Bowtie2
206,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 206 using Bowtie2
206,2,1 read from E_tarda_TCS7.fasta mapped to 206 using Bowtie2
206,208,207 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 206 using Bowtie2
206,3,2 reads from pCR16  PCR Product.fasta mapped to 206 using Bowtie2
206,3,2 reads from pCR17 PCR Product.fasta mapped to 206 using Bowtie2
206,3,2 reads from pCR21 PCR Product.fasta mapped to 206 using Bowtie2
206,3,2 reads from pCR22  PCR Product.fasta mapped to 206 using Bowtie2
206,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 206 using Bowtie2
207,54,53 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 207 using Bowtie2
207,2,1 read from pCR21 PCR Product.fasta mapped to 207 using Bowtie2
207,2,1 read from V_cholera_TCS4.fasta mapped to 207 using Bowtie2
208,18,17 reads from C_rodentium_TCS5 (reversed).fasta mapped to 208 using Bowtie2
208,2,1 read from pCR21 PCR Product.fasta mapped to 208 using Bowtie2
209,114,113 reads from C_rodentium_TCS6 (reversed).fasta mapped to 209 using Bowtie2
210,16,15 reads from C_rodentium_TCS5 (reversed).fasta mapped to 210 using Bowtie2
210,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 210 using Bowtie2
211,2,1 read from C_rodentium_TCS3.fasta mapped to 211 using Bowtie2
211,2,1 read from L_gasseri_TCS1.fasta mapped to 211 using Bowtie2
211,2,1 read from pCR15  PCR Product.fasta mapped to 211 using Bowtie2
211,2,1 read from pCR16  PCR Product.fasta mapped to 211 using Bowtie2
211,2,1 read from pCR21 PCR Product.fasta mapped to 211 using Bowtie2
211,68,67 reads from V_cholera_TCS4.fasta mapped to 211 using Bowtie2
212,2,1 read from pCR24 PCR Product.fasta mapped to 212 using Bowtie2
212,42,41 reads from V_cholera_TCS4.fasta mapped to 212 using Bowtie2
213,4,3 reads from C_rodentium_TCS11 (reversed).fasta mapped to 213 using Bowtie2
214,35,34 reads from L_plantarum_TCS2.fasta mapped to 214 using Bowtie2
215,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 215 using Bowtie2
215,83,82 reads from C_rodentium_TCS10 (reversed).fasta mapped to 215 using Bowtie2
215,2,1 read from E_tarda_TCS6.fasta mapped to 215 using Bowtie2
215,2,1 read from K_pneumoniae_TCS10.fasta mapped to 215 using Bowtie2
215,4,3 reads from pCR15  PCR Product.fasta mapped to 215 using Bowtie2
215,2,1 read from pCR21 PCR Product.fasta mapped to 215 using Bowtie2
215,2,1 read from pCR22  PCR Product.fasta mapped to 215 using Bowtie2
215,3,2 reads from pCR23  PCR Product.fasta mapped to 215 using Bowtie2
215,2,1 read from pCR24 PCR Product.fasta mapped to 215 using Bowtie2
215,2,1 read from S_enterica_TCS3.fasta mapped to 215 using Bowtie2
216,62,61 reads from B_producta_TCS6.fasta mapped to 216 using Bowtie2
216,2,1 read from pCR16  PCR Product.fasta mapped to 216 using Bowtie2
217,2,1 read from C_rodentium_TCS3.fasta mapped to 217 using Bowtie2
217,96,95 reads from Y_enterocolitica_TCS1 (reversed).fasta mapped to 217 using Bowtie2
218,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 218 using Bowtie2
218,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 218 using Bowtie2
218,2,1 read from pCR16  PCR Product.fasta mapped to 218 using Bowtie2
218,33,32 reads from Y_enterocolitica_TCS3.fasta mapped to 218 using Bowtie2
219,50,49 reads from K_pneumonia_TCS7.fasta mapped to 219 using Bowtie2
219,2,1 read from pCR23  PCR Product.fasta mapped to 219 using Bowtie2
220,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 220 using Bowtie2
220,2,1 read from pCR16  PCR Product.fasta mapped to 220 using Bowtie2
220,2,1 read from pCR22  PCR Product.fasta mapped to 220 using Bowtie2
220,2,1 read from pCR23  PCR Product.fasta mapped to 220 using Bowtie2
220,68,67 reads from V_cholera_TCS4.fasta mapped to 220 using Bowtie2
221,2,1 read from B_producta_TCS6.fasta mapped to 221 using Bowtie2
221,71,70 reads from C_rodentium_TCS9 (reversed).fasta mapped to 221 using Bowtie2
221,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 221 using Bowtie2
221,2,1 read from S_enterica_TCS4.fasta mapped to 221 using Bowtie2
222,33,32 reads from K_pneumonia_TCS4.fasta mapped to 222 using Bowtie2
223,12,11 reads from B_frag_TCS3.fasta mapped to 223 using Bowtie2
224,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 224 using Bowtie2
224,2,1 read from C_rodentium_TCS3.fasta mapped to 224 using Bowtie2
224,3,2 reads from C_rodentium_TCS6 (reversed).fasta mapped to 224 using Bowtie2
224,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 224 using Bowtie2
224,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 224 using Bowtie2
224,4,3 reads from C_rodentium_TCS10 (reversed).fasta mapped to 224 using Bowtie2
224,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 224 using Bowtie2
224,2,1 read from L_gasseri_TCS1.fasta mapped to 224 using Bowtie2
224,2,1 read from L_plantarum_TCS2.fasta mapped to 224 using Bowtie2
224,7,6 reads from pCR15  PCR Product.fasta mapped to 224 using Bowtie2
224,6,5 reads from pCR16  PCR Product.fasta mapped to 224 using Bowtie2
224,4,3 reads from pCR17 PCR Product.fasta mapped to 224 using Bowtie2
224,2,1 read from pCR18  PCR Product.fasta mapped to 224 using Bowtie2
224,2,1 read from pCR21 PCR Product.fasta mapped to 224 using Bowtie2
224,3,2 reads from pCR22  PCR Product.fasta mapped to 224 using Bowtie2
224,2,1 read from pCR23  PCR Product.fasta mapped to 224 using Bowtie2
224,4,3 reads from pCR24 PCR Product.fasta mapped to 224 using Bowtie2
225,54,53 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 225 using Bowtie2
225,2,1 read from pCR18  PCR Product.fasta mapped to 225 using Bowtie2
226,18,17 reads from B_frag_TCS2.fasta mapped to 226 using Bowtie2
227,92,91 reads from C_rodentium_TCS6 (reversed).fasta mapped to 227 using Bowtie2
227,2,1 read from pCR24 PCR Product.fasta mapped to 227 using Bowtie2
228,150,149 reads from E_tarda_TCS6.fasta mapped to 228 using Bowtie2
229,78,77 reads from K_pneumonia_TCS5.fasta mapped to 229 using Bowtie2
229,2,1 read from pCR16  PCR Product.fasta mapped to 229 using Bowtie2
229,2,1 read from pCR21 PCR Product.fasta mapped to 229 using Bowtie2
